starttime	seconds	ctime	dtime	ttime	wait
Wed Apr 18 09:10:21 2018	1524064221	0	19841	19841	19836
Wed Apr 18 09:10:21 2018	1524064221	0	19844	19844	19828
Wed Apr 18 09:10:21 2018	1524064221	0	19844	19844	19844
Wed Apr 18 09:10:21 2018	1524064221	0	19844	19844	19844
Wed Apr 18 09:10:20 2018	1524064220	0	19844	19844	19813
Wed Apr 18 09:10:20 2018	1524064220	0	19846	19846	19846
Wed Apr 18 09:10:15 2018	1524064215	0	19851	19851	19845
Wed Apr 18 09:10:15 2018	1524064215	0	19859	19859	19843
Wed Apr 18 09:10:15 2018	1524064215	0	19859	19859	19859
Wed Apr 18 09:10:15 2018	1524064215	0	19859	19859	19859
Wed Apr 18 09:10:24 2018	1524064224	0	19870	19870	19870
Wed Apr 18 09:10:24 2018	1524064224	0	19870	19870	19870
Wed Apr 18 09:10:24 2018	1524064224	0	19870	19870	19870
Wed Apr 18 09:10:24 2018	1524064224	0	19882	19882	19876
Wed Apr 18 09:10:24 2018	1524064224	0	19885	19885	19870
Wed Apr 18 09:10:24 2018	1524064224	0	19885	19885	19870
Wed Apr 18 09:10:19 2018	1524064219	0	19889	19889	19889
Wed Apr 18 09:10:24 2018	1524064224	0	19893	19893	19893
Wed Apr 18 09:10:20 2018	1524064220	0	19893	19893	19877
Wed Apr 18 09:10:19 2018	1524064219	1	19893	19894	19889
Wed Apr 18 09:10:20 2018	1524064220	0	19914	19914	19877
Wed Apr 18 09:10:23 2018	1524064223	0	19919	19919	19919
Wed Apr 18 09:10:20 2018	1524064220	0	19922	19922	19922
Wed Apr 18 09:10:23 2018	1524064223	0	19949	19949	19949
Wed Apr 18 09:10:23 2018	1524064223	0	19950	19950	19934
Wed Apr 18 09:10:23 2018	1524064223	0	19965	19965	19965
Wed Apr 18 09:10:23 2018	1524064223	0	19974	19974	19974
Wed Apr 18 09:10:23 2018	1524064223	0	19978	19978	19978
Wed Apr 18 09:10:22 2018	1524064222	0	19985	19985	19985
Wed Apr 18 09:10:23 2018	1524064223	0	19986	19986	19970
Wed Apr 18 09:10:22 2018	1524064222	0	19989	19989	19989
Wed Apr 18 09:10:23 2018	1524064223	0	19993	19993	19988
Wed Apr 18 09:10:19 2018	1524064219	0	19994	19994	19994
Wed Apr 18 09:10:23 2018	1524064223	0	19994	19994	19978
Wed Apr 18 09:10:23 2018	1524064223	0	19994	19994	19994
Wed Apr 18 09:10:21 2018	1524064221	0	20000	20000	20000
Wed Apr 18 09:10:21 2018	1524064221	0	20000	20000	19828
Wed Apr 18 09:10:22 2018	1524064222	0	20001	20001	20001
Wed Apr 18 09:10:22 2018	1524064222	0	20016	20016	20016
Wed Apr 18 09:10:22 2018	1524064222	0	20016	20016	20016
Wed Apr 18 09:10:22 2018	1524064222	0	20016	20016	20001
Wed Apr 18 09:10:22 2018	1524064222	0	20016	20016	20016
Wed Apr 18 09:10:22 2018	1524064222	0	20017	20017	20017
Wed Apr 18 09:10:22 2018	1524064222	0	20017	20017	20002
Wed Apr 18 09:10:22 2018	1524064222	0	20017	20017	20017
Wed Apr 18 09:10:22 2018	1524064222	0	20019	20019	20016
Wed Apr 18 09:10:21 2018	1524064221	0	20031	20031	20015
Wed Apr 18 09:10:21 2018	1524064221	0	20032	20032	20015
Wed Apr 18 09:10:21 2018	1524064221	0	20032	20032	20016
Wed Apr 18 09:10:19 2018	1524064219	0	20072	20072	20072
Wed Apr 18 09:10:19 2018	1524064219	0	20165	20165	20165
Wed Apr 18 09:10:19 2018	1524064219	0	20259	20259	20259
Wed Apr 18 09:10:19 2018	1524064219	0	20354	20354	20354
Wed Apr 18 09:10:19 2018	1524064219	0	20437	20437	20437
Wed Apr 18 09:10:19 2018	1524064219	0	20531	20531	20531
Wed Apr 18 09:10:19 2018	1524064219	0	20625	20625	20625
Wed Apr 18 09:10:19 2018	1524064219	1	20703	20704	20703
Wed Apr 18 09:10:18 2018	1524064218	0	20840	20840	20840
Wed Apr 18 09:10:18 2018	1524064218	0	20938	20938	20938
Wed Apr 18 09:10:18 2018	1524064218	0	21078	21078	21078
Wed Apr 18 09:10:18 2018	1524064218	0	21172	21172	21172
Wed Apr 18 09:10:18 2018	1524064218	0	21250	21250	21250
Wed Apr 18 09:10:18 2018	1524064218	0	21344	21344	21344
Wed Apr 18 09:10:18 2018	1524064218	0	21438	21438	21438
Wed Apr 18 09:10:18 2018	1524064218	0	21532	21532	21532
Wed Apr 18 09:10:18 2018	1524064218	0	21625	21625	21625
Wed Apr 18 09:10:18 2018	1524064218	0	21706	21706	21706
Wed Apr 18 09:10:17 2018	1524064217	0	21811	21811	21811
Wed Apr 18 09:10:17 2018	1524064217	0	21904	21904	21904
Wed Apr 18 09:10:17 2018	1524064217	0	21996	21996	21996
Wed Apr 18 09:10:17 2018	1524064217	0	22090	22090	22090
Wed Apr 18 09:10:17 2018	1524064217	0	22193	22193	22193
Wed Apr 18 09:10:17 2018	1524064217	0	22359	22359	22359
Wed Apr 18 09:10:17 2018	1524064217	0	22484	22484	22484
Wed Apr 18 09:10:17 2018	1524064217	0	22578	22578	22578
Wed Apr 18 09:10:17 2018	1524064217	0	22656	22656	22656
Wed Apr 18 09:10:16 2018	1524064216	0	22747	22747	22747
Wed Apr 18 09:10:16 2018	1524064216	0	22839	22839	22839
Wed Apr 18 09:10:16 2018	1524064216	0	22938	22938	22938
Wed Apr 18 09:10:16 2018	1524064216	0	23032	23032	23032
Wed Apr 18 09:10:16 2018	1524064216	0	23125	23125	23125
Wed Apr 18 09:10:16 2018	1524064216	0	23204	23204	23204
Wed Apr 18 09:10:16 2018	1524064216	0	23297	23297	23297
Wed Apr 18 09:10:16 2018	1524064216	0	23391	23391	23391
Wed Apr 18 09:10:16 2018	1524064216	0	23485	23485	23485
Wed Apr 18 09:10:16 2018	1524064216	0	23563	23563	23563
Wed Apr 18 09:10:16 2018	1524064216	0	23657	23657	23657
Wed Apr 18 09:10:15 2018	1524064215	0	23842	23842	23842
